id;course_id;grade
127;2;13.75
127;2;9
127;8;10
127;8;11
127;8;_
127;8;12.5
127;8;18
127;8;6.25
127;8;5.75
127;8;9.5
127;9;14
127;9;15.5
127;9;10
127;9;13.5
127;9;6.5
127;9;11.5
129;1;11.5
129;1;13.75
129;1;14.75
129;3;13.5
129;3;11.5
129;3;11
129;3;13.5
129;3;13
129;3;14.5
129;3;10
129;3;8
129;3;14.5
129;3;15.5
129;4;17.5
129;4;16.5
129;4;15.5
129;4;16
129;4;17.5
129;4;13
129;4;14
129;5;10
129;5;9
129;5;15
129;5;13.5
129;5;14
129;5;9.5
129;5;12
129;10;9.25
129;10;8
129;10;9
129;10;8.25
129;6;10
129;6;11
129;6;12
129;6;13
129;6;12
129;6;8
129;7;14
129;7;9
129;7;12.5
129;7;10
129;2;8.25
129;2;9.75
129;2;13.25
129;2;9.5
129;2;12.25
129;2;_
129;2;10.5
129;8;7.5
129;8;14.75
129;8;8.5
129;8;9.75
129;8;11.25
129;8;4
129;8;10.25
129;8;9.25
129;9;13.5
129;9;13
129;9;10
129;9;8.5
129;9;12.5
129;9;12.5
192;1;16.75
192;1;10
192;1;7.25
192;3;14
192;3;20
192;3;14.5
192;3;15
192;3;18
192;3;16.5
192;3;13.5
192;3;18.5
192;3;14
192;3;12.5
192;4;16
192;4;16
192;4;15
192;4;15
192;4;14.5
192;4;8
192;4;15.5
192;5;14
192;5;7.5
192;5;12.5
192;5;9.5
192;5;16
192;5;16
192;5;16.5
192;10;_
192;10;7.75
192;10;13
192;10;6.5
192;6;19
192;6;11
192;6;15
192;6;15
192;6;15
192;6;13
192;7;9
192;7;10
192;7;14
192;7;13.5
192;2;8.25
192;2;8
192;2;12.5
192;2;9.75
192;2;7.5
192;2;8.75
192;2;10.75
192;8;7.5
192;8;15.25
192;8;14.75
192;8;17.25
192;8;13.25
192;8;10.75
192;8;13.25
192;8;17.75
192;9;13.5
192;9;14
192;9;12.5
192;9;8
192;9;10
192;9;11
202;1;16.75
202;1;15.5
202;1;12
202;3;12.5
202;3;12.5
202;3;12.5
202;3;13.5
202;3;15.5
202;3;13.5
202;3;11
202;3;11
202;3;13.5
202;3;18.5
202;4;13.5
202;4;18.5
202;4;14.5
202;4;15.5
202;4;13.5
202;4;14
202;4;15.5
202;5;16.5
202;5;12.5
202;5;12
202;5;9.5
202;5;8.5
202;5;12
202;5;8.5
202;10;12.5
202;10;9.75
202;10;13.5
202;10;11
202;6;15
202;6;10
202;6;13
202;6;12
202;6;17
202;6;14
202;7;14
202;7;10.5
202;7;12.5
202;7;14.5
202;2;16.5
202;2;14.5
202;2;12
202;2;6.5
202;2;7.75
202;2;_
202;8;11.25
202;8;11.75
202;8;12.75
202;8;7.5
202;8;11.75
202;8;17.25
202;8;12.25
202;8;13.25
202;9;10.5
202;9;10.5
202;9;12
202;9;13.5
202;9;12
202;9;11.5
229;1;13.75
229;1;11.75
229;1;14.25
229;3;16
229;3;14
229;3;15
229;3;8
229;3;14.5
229;3;11
229;3;13.5
229;3;10.5
229;3;12.5
229;3;11.5
229;4;16
229;4;13
229;4;14
229;4;16
229;4;13
229;4;15.5
229;4;16.5
229;5;11
229;5;13
229;5;10
229;5;15
229;5;10.5
229;5;9.5
229;5;10.5
229;10;15.5
229;10;12
229;10;7.5
229;10;10.25
229;6;11
229;6;12
229;6;17
229;6;14
229;6;18
229;6;11
229;7;10.5
229;7;13.5
229;7;12.5
229;7;15
229;2;10.75
229;2;12.5
229;2;8.75
229;2;11.75
229;2;8.25
229;2;11
229;2;6
229;8;3.25
229;8;9
229;8;15.5
229;8;8
229;8;11.25
229;8;15.25
229;8;11.5
229;8;8.5
229;9;10
229;9;12.5
229;9;12
229;9;12
229;9;6.5
229;9;8
231;1;12.5
231;1;16.75
231;1;11
231;3;15
231;3;9
231;3;17
231;3;18.5
231;3;13
231;3;15.5
231;3;9.5
231;3;13.5
231;3;8
231;3;16
231;4;16
231;4;17
231;4;16.5
231;4;14.5
231;4;15.5
231;4;14.5
231;5;10.5
231;5;15.5
231;5;13
231;5;11
231;5;14.5
231;5;9
231;5;13
231;10;12.25
231;10;9.75
231;10;11
231;10;11.5
231;6;15
231;6;9
231;6;14
231;6;15
231;6;11
231;6;13
231;7;10.5
231;7;15
231;7;12.5
231;7;13
231;2;9.5
231;2;8.5
231;2;11.5
231;2;9
231;2;15.5
231;2;6
231;2;3.75
231;8;10.25
231;8;16.5
231;8;13.25
231;8;11.25
231;8;7.25
231;8;12.75
231;8;15
231;8;12.5
231;9;17
231;9;11
231;9;9
231;9;14.5
231;9;13
231;9;15.5
248;1;13
248;1;13.75
248;1;13.75
248;3;12
248;3;14.5
248;3;12.5
248;3;6.5
248;3;10.5
248;3;7.5
248;3;12.5
248;3;13.5
248;3;12.5
248;4;16.5
248;4;15
248;4;16
248;4;15
248;4;16.5
248;4;14.5
248;4;14
248;5;7.5
248;5;10
248;5;13
248;5;13.5
248;5;11
248;5;10.5
248;5;12.5
248;10;9.5
248;10;6.75
248;10;8.25
248;10;10
248;6;12
248;6;10
248;6;7
248;6;14
248;6;15
248;6;10
248;7;15.5
248;7;9
248;7;8.5
248;7;12.5
248;2;15.75
248;2;8
248;2;5.75
248;2;13
248;2;9.5
248;2;7
248;8;12.5
248;8;7
248;8;3.25
248;8;11
248;8;8.25
248;8;7.25
248;8;_
248;9;10
248;9;15
248;9;13.5
248;9;10.5
248;9;14.5
248;9;14
278;1;13
278;1;18
278;1;9.5
278;3;11
278;3;10.5
278;3;18
278;3;11.5
278;3;13
278;3;13
278;3;14.5
278;3;13
278;3;10
278;3;10.5
278;4;15
278;4;13
278;4;13
278;4;15
278;4;12
278;4;14
278;4;12.5
278;5;9
278;5;15
278;5;12
278;5;11.5
278;5;10.5
278;5;10.5
278;10;10.5
278;10;7
278;10;11
278;10;9.25
278;6;13
278;6;12
278;6;8
278;6;10
278;6;11
278;6;10
278;7;11.5
278;7;13.5
278;7;11
278;2;14.5
278;2;10
278;2;9.25
278;2;10
278;2;9.25
278;2;10.75
278;2;6
278;8;7.5
278;8;7.5
278;8;17
278;8;5.5
278;8;9.5
278;8;9.5
278;8;8.5
278;8;5.5
278;9;9.5
278;9;11.5
278;9;12
278;9;10
278;9;12.5
278;9;9.5
279;1;6.5
279;1;12
279;3;19.5
279;3;16.5
279;3;13.5
279;3;13
279;3;13.5
279;3;15
279;3;16
279;3;15
279;3;15.5
279;3;12.5
279;4;14
279;4;15.5
279;4;15
279;4;13.5
279;4;17
279;4;16
279;4;14
279;5;9
279;5;12.5
279;5;12.5
279;5;10
279;5;11.5
279;5;9
279;5;12.5
279;10;11.75
279;10;12.5
279;10;11
279;10;9.75
279;6;14
279;6;20
279;6;16
279;6;14
279;6;14
279;6;13
279;7;13
279;7;10.5
279;7;11.5
279;7;11.5
279;2;10
279;2;10.5
279;2;11.25
279;2;13.75
279;2;10.25
279;2;8.75
279;8;5.75
279;8;11.5
279;8;13.75
279;8;8.75
279;8;13
279;8;11.25
279;8;15.75
279;8;12
279;9;5.5
279;9;11.5
279;9;9.5
279;9;10
279;9;10.5
279;9;6.5
300;1;12.5
300;1;12.75
300;1;11
300;3;11.5
300;3;13
300;3;14
300;3;9
300;3;13
300;3;11.5
300;3;14.5
300;3;9.5
300;3;15
300;3;_
300;4;12.5
300;4;16
300;4;17.5
300;4;16
300;4;14
300;4;17
300;4;13.5
300;5;13.5
300;5;10.5
300;5;7.5
300;5;14
300;5;11
300;5;11
300;5;16
300;10;11.75
300;10;7
300;10;12
300;10;10.25
300;6;8
300;6;12
300;6;12
300;6;12
300;6;12
300;6;9
300;7;10.5
300;7;12
300;7;9
300;7;14
300;2;10.5
300;2;14.5
300;2;11.75
300;2;9.75
300;2;6
300;2;11.75
300;2;9
300;8;9
300;8;10
300;8;16
300;8;12
300;8;10.5
300;8;10.25
300;8;7.75
300;8;13.75
300;9;13.5
300;9;11.5
300;9;8.5
300;9;9
300;9;13
300;9;13.5
362;1;10
362;1;10.5
362;1;11
362;3;10
362;3;13
362;3;13.5
362;3;15
362;3;13.5
362;3;17.5
362;3;12.5
362;3;12.5
362;3;11
362;4;17.5
362;4;15
362;4;16.5
362;4;15.5
362;4;16
362;4;14.5
362;5;7
362;5;9.5
362;5;14
362;5;12
362;5;_
362;5;10
362;5;13.5
362;10;12
362;10;10.5
362;10;9.5
362;10;6
362;6;7
362;6;12
362;6;12
362;6;15
362;6;14
362;6;12
362;7;11
362;7;12.5
362;7;8.5
362;7;16.5
362;2;14.75
362;2;9
362;2;9
362;2;11.25
362;2;10.5
362;2;12.5
362;8;9.75
362;8;11.75
362;8;14.75
362;8;8.25
362;8;12.75
362;8;10.5
362;8;11
362;9;6.5
362;9;11.5
362;9;10
362;9;10.5
362;9;9.5
362;9;11.5
373;1;10
373;1;13.75
373;1;8.25
373;3;15.5
373;3;12.5
373;3;14
373;3;12
373;3;14
373;3;9
373;3;9
373;3;12.5
373;3;14.5
373;3;9
373;4;15.5
373;4;14
373;4;12.5
373;4;16
373;4;15
373;4;15.5
373;4;12
373;5;7.5
373;5;10.5
373;5;9.5
373;5;12.5
373;5;10
373;5;11.5
373;5;7.5
373;10;8.75
373;10;5.75
373;10;9.75
373;6;7
373;6;7
373;6;18
373;6;11
373;6;14
373;6;13
373;7;13.5
373;7;9
373;7;15
373;7;10
373;2;8.25
373;2;9.5
373;2;9.25
373;2;8.5
373;2;7.75
373;2;6.75
373;2;11.5
373;8;7
373;8;11.25
373;8;7.25
373;8;15.25
373;8;9.75
373;8;9.5
373;8;12.5
373;8;7
373;9;11
373;9;11
373;9;11
373;9;11.5
373;9;11
373;9;12.5
452;1;8.25
452;1;9.25
452;1;8.75
452;3;12
452;3;12
452;3;12.5
452;3;16
452;3;19.5
452;3;12.5
452;3;14.5
452;3;15.5
452;3;11
452;3;10.5
452;4;14.5
452;4;16.5
452;4;14.5
452;4;13.5
452;4;14
452;4;14.5
452;4;13
452;5;11.5
452;5;12
452;5;12.5
452;5;16
452;5;10.5
452;5;15.5
452;5;11
452;10;12
452;10;5.25
452;10;9.5
452;10;8.5
452;6;12
452;6;20
452;6;9
452;6;12
452;6;13
452;6;14
452;7;7.5
452;7;10.5
452;7;12
452;7;13
452;2;13.75
452;2;9
452;2;6.5
452;2;12.25
452;2;17
452;2;8.75
452;2;9.75
452;8;8.5
452;8;8
452;8;7
452;8;9
452;8;12.5
452;8;15.5
452;8;14.25
452;9;11
452;9;10
452;9;14.5
452;9;8.5
452;9;11
473;1;12
473;1;13.25
473;1;12
473;3;11.5
473;3;10
473;3;13.5
473;3;17
473;3;11.5
473;3;12
473;3;13
473;3;13
473;3;11
473;4;16
473;4;13
473;4;13.5
473;4;16.5
473;4;14.5
473;4;16
473;4;_
473;5;12.5
473;5;10
473;5;12
473;5;20
473;5;11
473;5;11
473;5;11
473;10;11
473;10;8.75
473;10;8.5
473;10;12
473;6;10
473;6;18
473;6;12
473;6;_
473;6;11
473;6;10
473;7;14.5
473;7;11
473;7;9
473;7;12.5
473;2;10
473;2;17
473;2;11
473;2;12.5
473;2;9.75
473;2;9.5
473;2;10
473;8;9
473;8;10
473;8;10.5
473;8;18.5
473;8;10
473;8;8.25
473;8;5
473;8;11
473;9;13.5
473;9;10
473;9;11
473;9;10.5
473;9;12
473;9;_
486;1;13
486;1;11.25
486;1;14.75
486;3;15
486;3;17
486;3;17
486;3;10.5
486;3;10.5
486;3;_
486;3;16.5
486;3;15.5
486;3;13
486;3;15.5
486;4;14
486;4;16.5
486;4;17.5
486;4;16
486;4;12.5
486;5;12.5
486;5;15.5
486;5;10
486;5;8.5
486;5;8.5
486;5;13
486;5;8.5
486;10;9.5
486;10;12
486;10;10
486;10;12
486;6;12
486;6;16
486;6;16
486;6;18
486;6;12
486;6;9
486;7;8.5
486;7;11
486;7;13
486;7;14.5
486;2;14.75
486;2;10.5
486;2;8.75
486;2;17
486;2;12
486;2;8.75
486;2;11.5
486;8;14.5
486;8;6.75
486;8;5
486;8;9
486;8;16.25
486;8;12.5
486;8;10.25
486;9;9.5
486;9;8
486;9;9
486;9;10
486;9;11.5
486;9;9
515;1;11
515;1;12.5
515;1;14.5
515;3;17
515;3;14.5
515;3;16.5
515;3;15.5
515;3;15.5
515;3;15
515;3;17
515;3;13
515;4;15
515;4;17
515;4;15.5
515;4;11.5
515;4;15.5
515;4;15.5
515;4;14
515;5;13.5
515;5;12.5
515;5;9
515;5;13.5
515;5;16.5
515;5;17.5
515;5;15
515;10;10.5
515;10;13.75
515;10;13.25
515;10;11.25
515;6;14
515;6;14
515;6;15
515;6;11
515;6;15
515;6;17
515;7;7
515;7;8
515;7;14.5
515;2;7.25
515;2;3
515;2;10
515;2;10.75
515;2;11
515;2;8.75
515;8;11
515;8;14.5
515;8;10.75
515;8;11.75
515;8;15.5
515;8;10.5
515;8;13.5
515;8;18
515;9;13.5
515;9;15
515;9;10
515;9;12
515;9;14
515;9;14
589;1;16.25
589;1;16.5
589;1;14.75
589;3;17
589;3;13.5
589;3;15
589;3;15
589;3;10.5
589;3;13
589;3;11
589;3;14
589;3;16.5
589;3;10.5
589;4;13
589;4;16.5
589;4;15
589;4;15
589;4;15
589;4;16
589;5;13
589;5;14.5
589;5;10
589;5;13.5
589;5;11
589;5;12
589;5;6.5
589;10;8.75
589;10;14
589;10;8
589;10;8
589;6;11
589;6;11
589;6;10
589;6;15
589;6;16
589;7;11
589;7;14
589;7;10.5
589;7;10
589;2;7
589;2;10.5
589;2;10.25
589;2;11.75
589;2;10.5
589;2;5.25
589;2;14
589;8;14.5
589;8;14.5
589;8;14.75
589;8;8.25
589;8;14.75
589;8;10.75
589;8;11.75
589;8;13.25
589;9;13
589;9;11.5
589;9;6
589;9;12.5
589;9;9
590;1;12.25
590;1;16.5
590;1;12.5
590;3;11
590;3;15
590;3;17
590;3;13.5
590;3;13.5
590;3;11.5
590;3;14.5
590;3;10
590;3;16.5
590;4;17
590;4;15.5
590;4;12
590;4;16.5
590;4;17.5
590;4;14.5
590;4;14.5
590;5;8
590;5;14.5
590;5;15
590;5;5.5
590;5;15
590;5;13.5
590;5;16
590;10;12
590;10;_
590;10;10.75
590;10;10
590;6;13
590;6;12
590;6;10
590;6;16
590;6;13
590;6;12
590;7;12.5
590;7;13
590;7;12
590;7;12.5
590;2;8.5
590;2;10.5
590;2;16.25
590;2;10.25
590;2;14.75
590;2;10.5
590;2;9.5
590;8;10
590;8;12
590;8;17.25
590;8;7
590;8;7.5
590;8;10.75
590;8;5.75
590;8;17
590;9;13
590;9;10.5
590;9;11.5
590;9;13.5
590;9;12
590;9;12
635;1;18
635;1;16.25
635;1;6.25
635;3;16
635;3;14.5
635;3;13.5
635;3;12
635;3;12
635;3;15.5
635;3;11.5
635;3;14
635;3;15.5
635;3;19
635;4;15.5
635;4;14.5
635;4;13.5
635;4;14.5
635;4;14.5
635;4;18.5
635;4;13.5
635;5;_
635;5;14.5
635;5;11.5
635;5;13
635;5;17
635;5;13.5
635;10;6.5
635;10;9
635;10;11.5
635;10;12.5
635;6;13
635;6;13
635;6;10
635;6;16
635;6;18
635;7;12.5
635;7;10
635;7;13
635;7;10.5
635;2;9.5
635;2;12.25
635;2;13.25
635;2;7.75
635;2;12
635;2;15.5
635;2;13.5
635;8;11.25
635;8;11.5
635;8;19.5
635;8;9
635;8;6.75
635;8;10.75
635;8;10.5
635;8;13.25
635;9;15
635;9;11
635;9;10
635;9;12.5
635;9;10.5
639;1;14.25
639;1;11.75
639;1;13.75
639;3;9.5
639;3;15
639;3;17
639;3;18.5
639;3;10.5
639;3;8.5
639;3;6
639;3;7
639;3;9.5
639;4;15
639;4;13.5
639;4;14
639;4;16.5
639;4;18
639;4;13
639;4;18.5
639;5;11.5
639;5;8.5
639;5;_
639;5;10
639;5;8.5
639;5;6
639;5;13.5
639;10;8.25
639;10;9.25
639;10;13.25
639;10;11.25
639;6;12
639;6;8
639;6;6
639;6;17
639;6;17
639;6;8
639;7;12.5
639;7;14.5
639;7;14
639;7;10.5
639;2;10
639;2;9.75
639;2;9
639;2;11.5
639;2;12
639;2;10.75
639;8;6.25
639;8;15.5
639;8;7.5
639;8;5.5
639;8;11.5
639;8;3.5
639;8;5.5
639;8;15.75
639;9;10
639;9;12.5
639;9;18.5
639;9;13
639;9;10.5
649;1;9.5
649;1;10.5
649;1;13
649;3;_
649;3;12
649;3;15
649;3;14.5
649;3;12
649;3;15
649;3;16
649;3;9.5
649;3;15
649;4;16
649;4;15.5
649;4;15.5
649;4;13
649;4;14
649;4;18
649;4;14
649;5;7.5
649;5;14.5
649;5;9.5
649;5;8.5
649;5;6
649;5;14
649;5;10.5
649;10;8
649;10;6.5
649;10;10
649;10;12.75
649;6;13
649;6;12
649;6;14
649;6;11
649;6;12
649;6;15
649;7;11.5
649;7;12
649;7;14
649;7;12
649;2;10.75
649;2;11
649;2;12.75
649;2;8.5
649;2;7.25
649;2;16.25
649;2;9.5
649;8;7.5
649;8;11.75
649;8;5.25
649;8;10.75
649;8;14.5
649;8;14.75
649;8;10.5
649;8;12
649;9;15
649;9;11
649;9;10
649;9;10
649;9;14
656;1;11.5
656;1;11.5
656;1;14
656;3;13
656;3;14.5
656;3;16.5
656;3;12
656;3;13
656;3;16.5
656;3;10.5
656;3;12.5
656;3;13.5
656;3;12.5
656;4;15.5
656;4;17
656;4;12.5
656;4;15
656;4;15.5
656;4;14.5
656;5;13
656;5;8
656;5;12
656;5;18.5
656;5;12.5
656;5;7.5
656;5;7
656;10;8.5
656;10;8.5
656;10;15
656;10;8.5
656;6;12
656;6;12
656;6;11
656;6;11
656;6;17
656;6;10
656;7;12.5
656;7;11
656;7;13
656;7;9
656;2;14
656;2;10.25
656;2;11.5
656;2;8
656;2;10.5
656;2;10
656;8;7.25
656;8;7
656;8;12.25
656;8;15
656;8;8.75
656;8;11.25
656;8;10.5
656;8;8.75
656;9;13.5
656;9;11.5
656;9;10
656;9;11.5
656;9;8.5
656;9;9
670;1;6.75
670;1;12.75
670;1;7.75
670;3;14
670;3;18.5
670;3;9
670;3;20
670;3;13
670;3;13
670;3;11.5
670;3;12.5
670;3;14
670;3;15.5
670;4;14.5
670;4;13.5
670;4;16
670;4;15.5
670;4;14.5
670;4;14.5
670;4;16.5
670;5;18.5
670;5;16
670;5;15.5
670;5;11
670;5;11
670;5;15
670;5;12.5
670;10;12.75
670;10;12.75
670;10;11
670;10;8.5
670;6;13
670;6;12
670;6;18
670;6;11
670;6;11
670;6;11
670;7;11
670;7;10
670;7;11.5
670;7;8.5
670;2;11.5
670;2;8.5
670;2;14.25
670;2;15
670;2;9
670;2;12
670;2;10
670;8;8.75
670;8;10.75
670;8;9
670;8;10
670;8;10
670;8;20
670;8;16.25
670;9;10.5
670;9;9
670;9;11.5
670;9;10.5
670;9;12
670;9;9
699;1;13.5
699;1;13.25
699;1;16.5
699;3;11
699;3;13
699;3;6.5
699;3;13.5
699;3;13.5
699;3;14
699;3;13
699;3;13.5
699;3;8
699;4;17
699;4;14
699;4;13.5
699;4;16
699;4;15.5
699;4;14
699;4;15
699;5;10
699;5;9.5
699;5;12
699;5;12
699;5;10
699;5;12
699;5;13.5
699;10;10.5
699;10;7.5
699;10;7.25
699;6;10
699;6;12
699;6;12
699;6;5
699;6;13
699;7;10.5
699;7;11.5
699;7;10
699;7;10.5
699;2;7.75
699;2;4.75
699;2;9.75
699;2;11
699;2;9.5
699;2;8.75
699;2;10
699;8;12
699;8;11.5
699;8;8.75
699;8;4.75
699;8;9
699;8;10.5
699;8;5.25
699;8;7.5
699;9;8
699;9;11.5
699;9;11.5
699;9;12.5
699;9;14
699;9;8.5
706;1;12
706;1;8
706;1;14.25
706;3;13
706;3;14
706;3;13.5
706;3;16
706;3;12.5
706;3;16
706;3;13
706;3;16
706;4;16.5
706;4;15.5
706;4;12.5
706;4;13.5
706;4;15.5
706;4;16
706;4;18
706;5;17
706;5;17
706;5;13.5
706;5;13
706;5;13.5
706;5;12.5
706;5;8.5
706;10;9
706;10;10
706;10;11.5
706;6;11
706;6;15
706;6;12
706;6;13
706;6;12
706;6;13
706;7;10.5
706;7;8.5
706;7;12.5
706;7;11.5
706;2;7.75
706;2;9.75
706;2;16
706;2;7.5
706;2;7
706;2;8.5
706;2;7.25
706;8;15.25
706;8;7
706;8;13.5
706;8;11.25
706;8;11
706;8;8
706;8;17.5
706;8;_
706;9;16.5
706;9;12
706;9;12.5
706;9;12.5
706;9;14.5
706;9;10
712;1;13.75
712;1;13.75
712;1;14.75
712;3;13
712;3;13.5
712;3;14
712;3;11
712;3;14
712;3;10
712;3;13.5
712;3;18.5
712;3;16
712;3;15.5
712;4;13.5
712;4;14.5
712;4;14.5
712;4;13
712;4;17.5
712;4;16
712;5;15.5
712;5;5.5
712;5;8.5
712;5;10.5
712;5;8.5
712;5;12
712;5;11.5
712;10;12.5
712;10;10.75
712;10;6.5
712;10;8.25
712;6;13
712;6;10
712;6;11
712;6;16
712;6;17
712;6;14
712;7;11
712;7;13
712;7;10
712;7;12.5
712;2;9.25
712;2;7.75
712;2;9.5
712;2;17
712;2;12.5
712;2;15.25
712;2;11.5
712;8;6.25
712;8;10.25
712;8;13.5
712;8;8.25
712;8;14
712;8;8.75
712;8;16.25
712;8;14.5
712;9;12.5
712;9;10
712;9;10
712;9;13.5
712;9;9.5
712;9;14.5
721;1;13.5
721;1;7
721;1;13
721;3;15
721;3;12
721;3;18
721;3;20
721;3;8
721;3;13.5
721;3;10
721;3;10
721;3;17
721;3;10.5
721;4;15.5
721;4;13.5
721;4;15
721;4;16
721;4;18
721;4;17
721;4;14.5
721;5;14.5
721;5;14.5
721;5;13
721;5;6
721;5;12.5
721;5;11.5
721;5;12
721;10;12
721;10;9.75
721;10;10.25
721;10;12.25
721;6;9
721;6;15
721;6;10
721;6;7
721;6;11
721;7;16
721;7;8
721;7;11.5
721;7;9.5
721;2;8.5
721;2;_
721;2;8
721;2;5.25
721;2;11
721;2;10.5
721;2;6.5
721;8;9
721;8;16.25
721;8;4.25
721;8;20
721;8;8.25
721;8;7.75
721;8;16.25
721;9;7
721;9;12.5
721;9;9
721;9;13
721;9;11
721;9;13
723;1;11.5
723;1;10
723;1;11.5
723;3;14
723;3;14.5
723;3;10
723;3;14.5
723;3;15.5
723;3;13
723;3;17.5
723;3;10.5
723;3;12.5
723;3;15
723;4;13.5
723;4;16
723;4;15
723;4;12.5
723;4;14.5
723;4;16
723;4;14.5
723;5;10
723;5;15.5
723;5;10.5
723;5;14
723;5;9.5
723;5;2.5
723;10;10
723;10;9
723;10;7.5
723;10;10
723;6;8
723;6;13
723;6;12
723;6;8
723;6;12
723;6;14
723;7;12
723;7;15.5
723;7;9.5
723;7;10.5
723;2;6.75
723;2;6
723;2;8
723;2;12
723;2;5.25
723;2;10.75
723;2;10.75
723;8;9
723;8;8
723;8;13.25
723;8;9.75
723;8;7.25
723;8;12.75
723;8;9.5
723;8;16.25
723;9;5.5
723;9;8
723;9;7.5
723;9;9
723;9;7.5
723;9;12
732;1;17
732;1;12.25
732;3;9.5
732;3;14.5
732;3;20
732;3;15.5
732;3;17
732;3;16
732;3;11
732;3;13
732;3;6
732;3;10.5
732;4;15
732;4;14.5
732;4;17.5
732;4;16.5
732;4;16.5
732;4;15.5
732;4;15
732;5;11.5
732;5;7.5
732;5;11
732;5;13
732;5;15
732;5;11
732;5;10.5
732;10;2.5
732;10;8.5
732;10;8.25
732;10;15.5
732;6;17
732;6;10
732;6;13
732;6;18
732;6;10
732;6;12
732;7;11
732;7;11
732;7;12
732;7;14
732;2;7.5
732;2;9
732;2;8.5
732;2;13
732;2;10.25
732;2;11.75
732;2;13
732;8;7.5
732;8;20
732;8;9.75
732;8;10.25
